date_heure	date	heure	H_cumul	BAC	Ligne	C1	C2	C3	C4	C5	F1	F2	F3	F4	F5	CD1	CD2	CD3	CD4	CD5	T1	T2	T3	T4	T5	S1	S2	S3	S4	S5
9/2/22 16:40	09/02/2022	16:40	455,6666667	1	L2	NA	121	105	81	76	NA	NA	NA	NA	NA	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	1	L3	121	81	134	107	76	NA	NA	NA	NA	NA	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	1	L4	85	82	64	139	65	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	1	T	105	NA	92	99	106	NA	NA	NA	NA	NA	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	2	L1	134	NA	76	100	61	NA	NA	NA	NA	NA	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	2	L2	115	52	95	122	45	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	2	L3	149	122	101	60	97	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	2	L4	100	134	107	74	52	NA	NA	NA	NA	NA	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
9/2/22 16:40	09/02/2022	16:40	455,6666667	2	T	110	74	50	126	141	NA	NA	NA	NA	NA	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	1	L1	94	99	135	70	91	NA	NA	NA	NA	NA	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	1	L2	NA	129	105	85	83	NA	NA	NA	NA	NA	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	1	L3	121	84	138	112	81	NA	NA	NA	NA	NA	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	1	L4	92	91	66	146	131	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	1	T	114	NA	101	105	114	NA	NA	NA	NA	NA	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	2	L1	139	NA	75	101	56	NA	NA	NA	NA	NA	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	2	L2	121	55	100	124	45	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	2	L3	151	116	106	61	106	NA	NA	NA	NA	NA	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	2	L4	104	136	108	74	54	NA	NA	NA	NA	NA	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
10/2/22 16:00	10/02/2022	16:00	479	2	T	109	75	52	131	131	NA	NA	NA	NA	NA	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	1	L1	98	103	142	73	97	2	4	4	2	2	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	1	L2	NA	133	109	89	91	NA	4	6	2	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	1	L3	132	84	144	116	85	8	0	4	4	2	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	1	L4	99	99	72	151	136	4	4	2	4	4	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	1	T	118	NA	106	111	121	4	NA	4	1	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	2	L1	144	NA	79	102	63	2	NA	2	5	4	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	2	L2	122	55	101	124	43	5	4	4	6	2	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	2	L3	156	116	109	64	106	3	2	2	4	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	2	L4	104	138	110	74	54	2	6	2	0	2	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
11/2/22 16:00	11/02/2022	16:00	503	2	T	111	75	52	136	153	3	2	3	2	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	1	L1	130	124	156	95	132	2	4	4	2	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	1	L2	NA	151	121	115	116	NA	4	6	2	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	1	L3	141	84	161	127	94	8	0	4	2	2	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	1	L4	119	116	89	174	148	4	4	2	4	4	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	1	T	139	NA	121	120	138	4	NA	4	1	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	2	L1	161	NA	88	109	71	2	NA	2	5	4	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	2	L2	131	59	111	125	51	5	4	4	6	2	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	2	L3	172	124	114	71	104	3	4	4	4	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	2	L4	109	148	114	76	59	4	6	2	0	2	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
14/2/22 16:00	14/02/2022	16:00	575	2	T	120	35	56	148	157	3	2	3	3	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	1	L1	134	126	163	97	138	4	4	3	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	1	L2	NA	153	122	117	120	NA	4	6	4	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	1	L3	145	84	163	126	96	8	0	4	2	2	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	1	L4	124	119	90	175	151	4	4	2	4	4	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	1	T	114	NA	126	126	141	4	NA	4	1	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	2	L1	167	NA	90	114	73	2	NA	4	7	4	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	2	L2	131	61	114	126	53	5	4	4	8	4	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	2	L3	176	126	115	100	109	7	6	6	6	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	2	L4	108	148	114	79	60	4	6	4	0	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
15/2/22 16:00	15/02/2022	16:00	599	2	T	121	34	59	149	161	3	2	3	3	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	1	L1	143	129	166	101	139	4	4	7	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	1	L2	NA	160	122	123	122	NA	4	6	4	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	1	L3	148	59	171	136	101	8	4	6	2	2	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	1	L4	130	124	96	177	153	6	6	4	5	9	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	1	T	151	NA	131	133	147	4	NA	4	3	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	2	L1	174	NA	93	116	71	4	NA	6	7	6	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	2	L2	137	62	116	126	54	7	4	8	8	4	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	2	L3	185	129	117	72	111	7	8	6	8	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	2	L4	110	149	116	46	62	6	6	4	4	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
16/2/22 16:00	16/02/2022	16:00	623	2	T	121	41	57	154	159	3	4	3	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	1	L1	154	141	182	111	156	4	4	7	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	1	L2	NA	172	134	134	130	NA	6	8	4	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	1	L3	159	71	186	136	106	10	4	4	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	1	L4	146	134	109	192	167	6	8	4	4	10	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	1	T	169	NA	141	139	154	4	NA	4	5	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	2	L1	191	NA	101	122	75	4	NA	4	7	6	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	2	L2	145	72	127	132	62	7	4	10	8	4	0	2	2	0	2	1	3	3	3	3	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	2	L3	194	136	127	105	114	7	8	6	10	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	2	L4	114	151	119	54	69	6	6	4	4	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
18/2/22 16:00	18/02/2022	16:00	671	2	T	132	46	54	160	161	6	4	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	1	L1	177	158	204	121	173	4	6	9	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	1	L2	NA	194	148	156	151	NA	6	10	4	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	1	L3	178	86	208	149	178	14	4	8	5	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	1	L4	168	144	116	222	178	8	10	4	7	10	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	1	T	191	NA	154	148	171	4	NA	4	11	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	2	L1	208	NA	110	128	89	4	NA	6	9	7	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	2	L2	165	69	134	141	64	9	4	9	12	4	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	2	L3	208	141	139	102	120	4	8	6	8	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	2	L4	119	161	123	52	73	8	6	6	4	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D
21/2/22 16:00	21/02/2022	16:00	743	2	T	140	51	61	173	170	6	4	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	1	L1	177	165	206	134	181	4	6	9	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	1	L2	NA	199	155	156	154	NA	6	10	4	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	1	L3	182	91	209	150	120	12	4	8	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	1	L4	171	149	116	224	182	8	10	4	7	12	2	2	2	0	2	1	3	1	1	3	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	1	T	195	NA	159	142	176	4	NA	4	10	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	2	L1	222	NA	113	129	91	4	NA	6	9	7	2	NA	1	2	2	1	1	3	3	3	D	NA	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	2	L2	166	69	136	137	67	9	4	9	12	4	0	2	2	0	2	1	3	3	3	3	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	2	L3	128	148	144	112	123	7	8	6	7	2	0	1	2	2	2	1	3	1	3	1	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	2	L4	119	159	125	52	79	8	6	4	4	4	2	1	2	2	2	3	3	1	3	3	D	D	D	D	D
22/2/22 16:00	22/02/2022	16:00	767	2	T	144	79	76	175	176	4	6	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	1	L1	206	180	219	144	200	4	6	8	4	6	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	1	L2	NA	216	172	175	174	NA	6	10	6	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	1	L3	191	105	235	164	137	14	8	15	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	1	L4	183	166	128	241	192	14	10	4	6	16	2	2	2	0	2	1	3	1	1	3	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	1	T	206	NA	172	154	187	6	NA	6	10	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	2	L1	227	NA	123	134	104	12	NA	6	11	7	2	NA	2	0	2	1	1	3	3	3	D	NA	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	2	L2	183	76	147	144	75	9	4	9	16	6	0	0	2	0	2	1	3	3	3	3	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	2	L3	226	160	155	110	125	9	8	6	9	4	0	1	0	0	0	1	3	1	3	1	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	2	L4	122	166	133	51	88	8	6	6	4	6	2	0	2	2	2	3	3	1	3	3	D	D	D	D	D
25/2/22 13:00	25/02/2022	13:00	836	2	T	151	81	70	182	175	6	6	6	4	4	2	2	2	0	2	3	1	3	1	1	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	1	L1	228	195	239	160	214	4	8	8	6	6	2	1	2	2	2	1	1	1	1	1	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	1	L2	NA	236	186	193	190	NA	6	10	6	6	NA	2	0	2	2	1	1	3	1	1	NA	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	1	L3	211	115	259	180	153	16	8	13	4	6	2	2	2	1	0	3	3	1	1	1	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	1	L4	205	184	135	264	213	13	10	4	8	21	0	2	1	0	2	1	3	1	1	3	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	1	T	222	NA	181	172	195	10	NA	6	12	10	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	2	L1	254	NA	140	147	126	12	NA	8	12	13	2	NA	0	0	1	1	1	3	3	3	D	NA	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	2	L2	209	82	165	145	87	11	6	11	16	7	0	0	1	0	2	1	3	3	3	3	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	2	L3	252	171	169	115	132	11	8	6	13	4	0	0	0	0	0	1	3	1	3	1	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	2	L4	132	177	142	63	104	8	8	8	6	6	0	0	1	1	2	3	3	1	3	3	D	D	D	D	D
28/2/22 16:00	28/02/2022	16:00	911	2	T	159	82	84	195	179	9	6	7	4	4	2	2	0	0	1	3	1	3	1	1	D	D	D	D	D
