"H_cumul"	"Traitement"	"BAC"	"Individu"	"Ligne"	"variable"	"hauteur"	"nb_feuille"	"Nb_cotyledon"	"Nb_Tige"	"Developpement"	"Jour"
"891"	743	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	204	9	2	1	"D"	31
"892"	743	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	148	10	2	3	"D"	31
"893"	743	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	208	8	2	1	"D"	31
"894"	743	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	116	4	2	1	"D"	31
"895"	743	"IRD_012022"	"1"	"AS143"	"T"	"C3"	154	4	2	1	"D"	31
"896"	743	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	110	6	2	3	"D"	31
"897"	743	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	134	9	2	3	"D"	31
"898"	743	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	139	6	2	1	"D"	31
"899"	743	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	123	6	2	1	"D"	31
"900"	743	"IRD_012022"	"2"	"AS148"	"T"	"C3"	61	4	2	3	"D"	31
"901"	767	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	206	9	2	1	"D"	32
"902"	767	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	155	10	2	3	"D"	32
"903"	767	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	209	8	2	1	"D"	32
"904"	767	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	116	4	2	1	"D"	32
"905"	767	"IRD_012022"	"1"	"AS143"	"T"	"C3"	159	4	2	1	"D"	32
"906"	767	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	113	6	1	3	"D"	32
"907"	767	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	136	9	2	3	"D"	32
"908"	767	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	144	6	2	1	"D"	32
"909"	767	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	125	4	2	1	"D"	32
"910"	767	"IRD_012022"	"2"	"AS148"	"T"	"C3"	76	4	2	3	"D"	32
"911"	836	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	219	8	2	1	"D"	35
"912"	836	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	172	10	2	3	"D"	35
"913"	836	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	235	15	2	1	"D"	35
"914"	836	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	128	4	2	1	"D"	35
"915"	836	"IRD_012022"	"1"	"AS143"	"T"	"C3"	172	6	2	1	"D"	35
"916"	836	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	123	6	2	3	"D"	35
"917"	836	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	147	9	2	3	"D"	35
"918"	836	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	155	6	0	1	"D"	35
"919"	836	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	133	6	2	1	"D"	35
"920"	836	"IRD_012022"	"2"	"AS148"	"T"	"C3"	70	6	2	3	"D"	35
"921"	911	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	239	8	2	1	"D"	38
"922"	911	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	186	10	0	3	"D"	38
"923"	911	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	259	13	2	1	"D"	38
"924"	911	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	135	4	1	1	"D"	38
"925"	911	"IRD_012022"	"1"	"AS143"	"T"	"C3"	181	6	2	1	"D"	38
"926"	911	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	140	8	0	3	"D"	38
"927"	911	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	165	11	1	3	"D"	38
"928"	911	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	169	6	0	1	"D"	38
"929"	911	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	142	8	1	1	"D"	38
"930"	911	"IRD_012022"	"2"	"AS148"	"T"	"C3"	84	7	0	3	"D"	38
"931"	0	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	0	NA	2	NA	"TE"	0
"932"	0	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	0	NA	2	NA	"TE"	0
"933"	0	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	0	NA	2	NA	"TE"	0
"934"	0	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	0	NA	2	NA	"TE"	0
"935"	0	"IRD_012022"	"1"	"AS144"	"T"	"C4"	0	NA	2	NA	"TE"	0
"936"	0	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	0	NA	2	NA	"AR"	0
"937"	0	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	0	NA	2	NA	"AR"	0
"938"	0	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	0	NA	2	NA	"AR"	0
"939"	0	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	0	NA	2	NA	"AR"	0
"940"	0	"IRD_012022"	"2"	"AS149"	"T"	"C4"	0	NA	2	NA	"AR"	0
"941"	19	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"OT"	1
"942"	19	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"TE"	1
"943"	19	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"TE"	1
"944"	19	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"TE"	1
"945"	19	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ST"	1
"946"	24	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"OT"	1
"947"	24	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"TE"	1
"948"	24	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"TE"	1
"949"	24	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"TE"	1
"950"	24	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ST"	1
"951"	41	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ST"	2
"952"	41	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"AR"	2
"953"	41	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"AR"	2
"954"	41	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"AR"	2
"955"	41	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"AR"	2
"956"	48	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ST"	2
"957"	48	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"AR"	2
"958"	48	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"AR"	2
"959"	48	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"AR"	2
"960"	48	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"AR"	2
"961"	69	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ST"	3
"962"	69	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	3
"963"	69	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	3
"964"	69	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	3
"965"	69	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"AR"	3
"966"	72	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"OT"	3
"967"	72	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	3
"968"	72	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	3
"969"	72	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	3
"970"	72	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"AR"	3
"971"	89	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	4
"972"	89	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	4
"973"	89	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	4
"974"	89	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	4
"975"	89	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	4
"976"	96	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	4
"977"	96	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	4
"978"	96	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	4
"979"	96	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	4
"980"	96	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ANC"	4
"981"	118	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	5
"982"	118	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	5
"983"	118	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	5
"984"	118	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	5
"985"	118	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	5
"986"	142	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	6
"987"	142	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	6
"988"	142	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	6
"989"	142	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	6
"990"	142	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ANC"	6
"991"	168	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	7
"992"	168	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	7
"993"	168	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	7
"994"	168	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	7
"995"	168	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	7
"996"	232	"IRD_012022"	"1"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	10
"997"	232	"IRD_012022"	"1"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	10
"998"	232	"IRD_012022"	"1"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"D"	10
"999"	232	"IRD_012022"	"1"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"D"	10
"1000"	232	"IRD_012022"	"1"	"AS149"	"T"	"C4"	NA	NA	2	NA	"D"	10
"1001"	19	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	1
"1002"	19	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	1
"1003"	19	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	1
"1004"	19	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	1
"1005"	19	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"AR"	1
"1006"	24	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	1
"1007"	24	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	1
"1008"	24	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	1
"1009"	24	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	1
"1010"	24	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"AR"	1
"1011"	41	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	2
"1012"	41	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	2
"1013"	41	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	2
"1014"	41	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	2
"1015"	41	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"AR"	2
"1016"	48	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	2
"1017"	48	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	2
"1018"	48	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	2
"1019"	48	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	2
"1020"	48	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"AR"	2
"1021"	69	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	3
"1022"	69	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	3
"1023"	69	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	3
"1024"	69	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	3
"1025"	69	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	3
"1026"	72	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	3
"1027"	72	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"ANC"	3
"1028"	72	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	3
"1029"	72	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	3
"1030"	72	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ANC"	3
"1031"	89	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	4
"1032"	89	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	4
"1033"	89	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	4
"1034"	89	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"ANC"	4
"1035"	89	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	4
"1036"	96	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"ANC"	4
"1037"	96	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"D"	4
"1038"	96	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"ANC"	4
"1039"	96	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"ANC"	4
"1040"	96	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ANC"	4
"1041"	118	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"D"	5
"1042"	118	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"D"	5
"1043"	118	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"ANC"	5
"1044"	118	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"D"	5
"1045"	118	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	5
"1046"	142	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"D"	6
"1047"	142	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"D"	6
"1048"	142	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"D"	6
"1049"	142	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"D"	6
"1050"	142	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"ANC"	6
"1051"	168	"IRD_012022"	"2"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"D"	7
"1052"	168	"IRD_012022"	"2"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"D"	7
"1053"	168	"IRD_012022"	"2"	"AS114"	"L3"	"C4"	NA	NA	2	NA	"D"	7
"1054"	168	"IRD_012022"	"2"	"AS119"	"L4"	"C4"	NA	NA	2	NA	"D"	7
"1055"	168	"IRD_012022"	"2"	"AS144"	"T"	"C4"	NA	NA	2	NA	"D"	7
"1056"	232	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	NA	NA	2	NA	"D"	10
"1057"	232	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	NA	NA	2	NA	"D"	10
"1058"	232	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	NA	NA	2	NA	"D"	10
"1059"	232	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	NA	NA	2	NA	"D"	10
"1060"	232	"IRD_012022"	"2"	"AS149"	"T"	"C4"	NA	NA	2	NA	"D"	10
"1061"	239	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	10
"1062"	239	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	10
"1063"	239	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	43	NA	2	NA	"D"	10
"1064"	239	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	53	NA	2	NA	"D"	10
"1065"	239	"IRD_012022"	"1"	"AS144"	"T"	"C4"	NA	NA	2	NA	"ANC"	10
"1066"	239	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	63	NA	2	NA	"D"	10
"1067"	239	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	83	NA	2	NA	"D"	10
"1068"	239	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	83	NA	2	NA	"D"	10
"1069"	239	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	43	NA	2	NA	"D"	10
"1070"	239	"IRD_012022"	"2"	"AS149"	"T"	"C4"	48	NA	2	NA	"D"	10
"1071"	263	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	11
"1072"	263	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	11
"1073"	263	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	57	NA	2	NA	"D"	11
"1074"	263	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	63	NA	2	NA	"D"	11
"1075"	263	"IRD_012022"	"1"	"AS144"	"T"	"C4"	49	NA	2	NA	"D"	11
"1076"	263	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	74	NA	2	NA	"D"	11
"1077"	263	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	99	NA	2	NA	"D"	11
"1078"	263	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	97	NA	2	NA	"D"	11
"1079"	263	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	52	NA	2	NA	"D"	11
"1080"	263	"IRD_012022"	"2"	"AS149"	"T"	"C4"	67	NA	2	NA	"D"	11
"1081"	287	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	NA	"ANC"	12
"1082"	287	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	NA	"ANC"	12
"1083"	287	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	64	NA	2	NA	"D"	12
"1084"	287	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	69	NA	2	NA	"D"	12
"1085"	287	"IRD_012022"	"1"	"AS144"	"T"	"C4"	64	NA	2	NA	"D"	12
"1086"	287	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	81	NA	2	NA	"D"	12
"1087"	287	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	112	NA	2	NA	"D"	12
"1088"	287	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	104	NA	2	NA	"D"	12
"1089"	287	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	62	NA	2	NA	"D"	12
"1090"	287	"IRD_012022"	"2"	"AS149"	"T"	"C4"	74	NA	2	NA	"D"	12
"1091"	313	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	1	"ANC"	13
"1092"	313	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	1	"ANC"	13
"1093"	313	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	78	NA	2	1	"D"	13
"1094"	313	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	80	NA	2	1	"D"	13
"1095"	313	"IRD_012022"	"1"	"AS144"	"T"	"C4"	70	NA	2	1	"D"	13
"1096"	313	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	93	NA	2	1	"D"	13
"1097"	313	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	124	NA	2	1	"D"	13
"1098"	313	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	120	NA	2	1	"D"	13
"1099"	313	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	73	NA	2	1	"D"	13
"1100"	313	"IRD_012022"	"2"	"AS149"	"T"	"C4"	89	NA	2	1	"D"	13
"1101"	335	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	NA	NA	2	1	"ANC"	14
"1102"	335	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	NA	NA	2	1	"ANC"	14
"1103"	335	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	84	NA	2	1	"D"	14
"1104"	335	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	87	NA	2	1	"D"	14
"1105"	335	"IRD_012022"	"1"	"AS144"	"T"	"C4"	77	NA	2	1	"D"	14
"1106"	335	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	97	NA	2	1	"D"	14
"1107"	335	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	109	NA	2	1	"D"	14
"1108"	335	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	89	NA	2	1	"D"	14
"1109"	335	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	79	NA	2	1	"D"	14
"1110"	335	"IRD_012022"	"2"	"AS149"	"T"	"C4"	104	NA	2	1	"D"	14
