"H_cumul"	"Traitement"	"BAC"	"Individu"	"Ligne"	"variable"	"hauteur"	"nb_feuille"	"Nb_cotyledon"	"Nb_Tige"	"Developpement"	"Jour"
"1111"	407	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	46	NA	2	1	"D"	17
"1112"	407	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	58	NA	2	1	"D"	17
"1113"	407	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	92	NA	2	1	"D"	17
"1114"	407	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	112	NA	2	1	"D"	17
"1115"	407	"IRD_012022"	"1"	"AS144"	"T"	"C4"	94	NA	2	1	"D"	17
"1116"	407	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	95	NA	2	1	"D"	17
"1117"	407	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	115	NA	2	1	"D"	17
"1118"	407	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	104	NA	2	1	"D"	17
"1119"	407	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	75	NA	2	1	"D"	17
"1120"	407	"IRD_012022"	"2"	"AS149"	"T"	"C4"	111	NA	2	1	"D"	17
"1121"	431	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	49	NA	2	1	"D"	18
"1122"	431	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	64	NA	2	1	"D"	18
"1123"	431	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	96	NA	2	1	"D"	18
"1124"	431	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	134	NA	2	1	"D"	18
"1125"	431	"IRD_012022"	"1"	"AS144"	"T"	"C4"	101	NA	2	1	"D"	18
"1126"	431	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	94	NA	2	1	"D"	18
"1127"	431	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	118	NA	2	1	"D"	18
"1128"	431	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	54	NA	2	1	"D"	18
"1129"	431	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	78	NA	2	1	"D"	18
"1130"	431	"IRD_012022"	"2"	"AS149"	"T"	"C4"	121	NA	2	1	"D"	18
"1131"	456	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	64	NA	2	1	"D"	19
"1132"	456	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	81	NA	2	1	"D"	19
"1133"	456	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	107	NA	2	1	"D"	19
"1134"	456	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	139	NA	2	1	"D"	19
"1135"	456	"IRD_012022"	"1"	"AS144"	"T"	"C4"	99	NA	2	3	"D"	19
"1136"	456	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	100	NA	2	3	"D"	19
"1137"	456	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	122	NA	2	3	"D"	19
"1138"	456	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	60	NA	2	3	"D"	19
"1139"	456	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	74	NA	2	3	"D"	19
"1140"	456	"IRD_012022"	"2"	"AS149"	"T"	"C4"	126	NA	2	1	"D"	19
"1141"	479	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	70	NA	2	1	"D"	20
"1142"	479	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	85	NA	2	1	"D"	20
"1143"	479	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	112	NA	2	1	"D"	20
"1144"	479	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	146	NA	2	1	"D"	20
"1145"	479	"IRD_012022"	"1"	"AS144"	"T"	"C4"	105	NA	2	3	"D"	20
"1146"	479	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	101	NA	2	3	"D"	20
"1147"	479	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	124	NA	2	3	"D"	20
"1148"	479	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	61	NA	2	3	"D"	20
"1149"	479	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	74	NA	2	3	"D"	20
"1150"	479	"IRD_012022"	"2"	"AS149"	"T"	"C4"	131	NA	2	1	"D"	20
"1151"	503	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	73	2	2	1	"D"	21
"1152"	503	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	89	2	2	1	"D"	21
"1153"	503	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	116	4	2	1	"D"	21
"1154"	503	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	151	4	2	1	"D"	21
"1155"	503	"IRD_012022"	"1"	"AS144"	"T"	"C4"	111	1	2	3	"D"	21
"1156"	503	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	102	5	2	3	"D"	21
"1157"	503	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	124	6	2	3	"D"	21
"1158"	503	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	64	4	2	3	"D"	21
"1159"	503	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	74	0	2	3	"D"	21
"1160"	503	"IRD_012022"	"2"	"AS149"	"T"	"C4"	136	2	2	1	"D"	21
"1161"	575	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	95	2	2	1	"D"	24
"1162"	575	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	115	2	2	1	"D"	24
"1163"	575	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	127	2	2	1	"D"	24
"1164"	575	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	174	4	2	1	"D"	24
"1165"	575	"IRD_012022"	"1"	"AS144"	"T"	"C4"	120	1	2	3	"D"	24
"1166"	575	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	109	5	2	3	"D"	24
"1167"	575	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	125	6	2	3	"D"	24
"1168"	575	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	71	4	2	3	"D"	24
"1169"	575	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	76	0	2	3	"D"	24
"1170"	575	"IRD_012022"	"2"	"AS149"	"T"	"C4"	148	3	2	1	"D"	24
"1171"	599	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	97	4	2	1	"D"	25
"1172"	599	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	117	4	2	1	"D"	25
"1173"	599	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	126	2	2	1	"D"	25
"1174"	599	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	175	4	2	1	"D"	25
"1175"	599	"IRD_012022"	"1"	"AS144"	"T"	"C4"	126	1	2	3	"D"	25
"1176"	599	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	114	7	2	3	"D"	25
"1177"	599	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	126	8	2	3	"D"	25
"1178"	599	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	100	6	2	3	"D"	25
"1179"	599	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	79	0	2	3	"D"	25
"1180"	599	"IRD_012022"	"2"	"AS149"	"T"	"C4"	149	3	2	1	"D"	25
"1181"	623	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	101	4	2	1	"D"	26
"1182"	623	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	123	4	2	1	"D"	26
"1183"	623	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	136	2	2	1	"D"	26
"1184"	623	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	177	5	2	1	"D"	26
"1185"	623	"IRD_012022"	"1"	"AS144"	"T"	"C4"	133	3	2	3	"D"	26
"1186"	623	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	116	7	2	3	"D"	26
"1187"	623	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	126	8	2	3	"D"	26
"1188"	623	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	72	8	2	3	"D"	26
"1189"	623	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	46	4	2	3	"D"	26
"1190"	623	"IRD_012022"	"2"	"AS149"	"T"	"C4"	154	4	2	1	"D"	26
"1191"	671	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	111	4	2	1	"D"	28
"1192"	671	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	134	4	2	1	"D"	28
"1193"	671	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	136	4	2	1	"D"	28
"1194"	671	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	192	4	2	1	"D"	28
"1195"	671	"IRD_012022"	"1"	"AS144"	"T"	"C4"	139	5	2	3	"D"	28
"1196"	671	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	122	7	2	3	"D"	28
"1197"	671	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	132	8	0	3	"D"	28
"1198"	671	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	105	10	2	3	"D"	28
"1199"	671	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	54	4	2	3	"D"	28
"1200"	671	"IRD_012022"	"2"	"AS149"	"T"	"C4"	160	4	2	1	"D"	28
"1201"	743	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	121	4	2	1	"D"	31
"1202"	743	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	156	4	2	1	"D"	31
"1203"	743	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	149	5	2	1	"D"	31
"1204"	743	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	222	7	2	1	"D"	31
"1205"	743	"IRD_012022"	"1"	"AS144"	"T"	"C4"	148	11	2	3	"D"	31
"1206"	743	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	128	9	2	3	"D"	31
"1207"	743	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	141	12	2	3	"D"	31
"1208"	743	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	102	8	2	3	"D"	31
"1209"	743	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	52	4	2	3	"D"	31
"1210"	743	"IRD_012022"	"2"	"AS149"	"T"	"C4"	173	4	2	1	"D"	31
"1211"	767	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	134	4	2	1	"D"	32
"1212"	767	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	156	4	2	1	"D"	32
"1213"	767	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	150	4	2	1	"D"	32
"1214"	767	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	224	7	0	1	"D"	32
"1215"	767	"IRD_012022"	"1"	"AS144"	"T"	"C4"	142	10	2	3	"D"	32
"1216"	767	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	129	9	2	3	"D"	32
"1217"	767	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	137	12	0	3	"D"	32
"1218"	767	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	112	7	2	3	"D"	32
"1219"	767	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	52	4	2	3	"D"	32
"1220"	767	"IRD_012022"	"2"	"AS149"	"T"	"C4"	175	4	2	1	"D"	32
"1221"	836	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	144	4	2	1	"D"	35
"1222"	836	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	175	6	2	1	"D"	35
"1223"	836	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	164	4	2	1	"D"	35
"1224"	836	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	241	6	0	1	"D"	35
"1225"	836	"IRD_012022"	"1"	"AS144"	"T"	"C4"	154	10	2	3	"D"	35
"1226"	836	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	134	11	0	3	"D"	35
"1227"	836	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	144	16	0	3	"D"	35
"1228"	836	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	110	9	0	3	"D"	35
"1229"	836	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	51	4	2	3	"D"	35
"1230"	836	"IRD_012022"	"2"	"AS149"	"T"	"C4"	182	4	0	1	"D"	35
"1231"	911	"IRD_012022"	"1"	"AS104"	"L1"	"C4"	160	6	2	1	"D"	38
"1232"	911	"IRD_012022"	"1"	"AS109"	"L2"	"C4"	193	6	2	1	"D"	38
"1233"	911	"IRD_012022"	"1"	"AS114"	"L3"	"C4"	180	4	1	1	"D"	38
"1234"	911	"IRD_012022"	"1"	"AS119"	"L4"	"C4"	264	8	0	1	"D"	38
"1235"	911	"IRD_012022"	"1"	"AS144"	"T"	"C4"	172	12	2	3	"D"	38
"1236"	911	"IRD_012022"	"2"	"AS124"	"L1"	"C4"	147	12	0	3	"D"	38
"1237"	911	"IRD_012022"	"2"	"AS129"	"L2"	"C4"	145	16	0	3	"D"	38
"1238"	911	"IRD_012022"	"2"	"AS134"	"L3"	"C4"	115	13	0	3	"D"	38
"1239"	911	"IRD_012022"	"2"	"AS139"	"L4"	"C4"	63	6	1	3	"D"	38
"1240"	911	"IRD_012022"	"2"	"AS149"	"T"	"C4"	195	4	0	1	"D"	38
"1241"	0	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	0	NA	2	NA	"TE"	0
"1242"	0	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	0	NA	2	NA	"TE"	0
"1243"	0	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	0	NA	2	NA	"TE"	0
"1244"	0	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	0	NA	2	NA	"TE"	0
"1245"	0	"IRD_012022"	"1"	"AS145"	"T"	"C5"	0	NA	2	NA	"TE"	0
"1246"	0	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	0	NA	2	NA	"AR"	0
"1247"	0	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	0	NA	2	NA	"AR"	0
"1248"	0	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	0	NA	2	NA	"AR"	0
"1249"	0	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	0	NA	2	NA	"AR"	0
"1250"	0	"IRD_012022"	"2"	"AS150"	"T"	"C5"	0	NA	2	NA	"AR"	0
"1251"	19	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"OT"	1
"1252"	19	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"TE"	1
"1253"	19	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"TE"	1
"1254"	19	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ST"	1
"1255"	19	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"TE"	1
"1256"	24	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"OT"	1
"1257"	24	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"TE"	1
"1258"	24	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"TE"	1
"1259"	24	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ST"	1
"1260"	24	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"TE"	1
"1261"	41	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"OT"	2
"1262"	41	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"TE"	2
"1263"	41	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"TE"	2
"1264"	41	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"OT"	2
"1265"	41	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"OT"	2
"1266"	48	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ST"	2
"1267"	48	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"TE"	2
"1268"	48	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"TE"	2
"1269"	48	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"OT"	2
"1270"	48	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ST"	2
"1271"	69	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"AR"	3
"1272"	69	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"OC"	3
"1273"	69	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"AR"	3
"1274"	69	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ST"	3
"1275"	69	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"AR"	3
"1276"	72	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"AR"	3
"1277"	72	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"AR"	3
"1278"	72	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"AR"	3
"1279"	72	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ST"	3
"1280"	72	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"AR"	3
"1281"	89	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"AR"	4
"1282"	89	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"AR"	4
"1283"	89	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"AR"	4
"1284"	89	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	4
"1285"	89	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	4
"1286"	96	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"AR"	4
"1287"	96	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"AR"	4
"1288"	96	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	4
"1289"	96	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	4
"1290"	96	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	4
"1291"	118	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	5
"1292"	118	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"AR"	5
"1293"	118	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	5
"1294"	118	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	5
"1295"	118	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	5
"1296"	142	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	6
"1297"	142	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	6
"1298"	142	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	6
"1299"	142	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	6
"1300"	142	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	6
"1301"	168	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	7
"1302"	168	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	7
"1303"	168	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	7
"1304"	168	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	7
"1305"	168	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	7
"1306"	232	"IRD_012022"	"1"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	10
"1307"	232	"IRD_012022"	"1"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	10
"1308"	232	"IRD_012022"	"1"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	10
"1309"	232	"IRD_012022"	"1"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"D"	10
"1310"	232	"IRD_012022"	"1"	"AS150"	"T"	"C5"	NA	NA	2	NA	"D"	10
"1311"	19	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	1
"1312"	19	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"AR"	1
"1313"	19	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	1
"1314"	19	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"AR"	1
"1315"	19	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"AR"	1
"1316"	24	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	1
"1317"	24	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	1
"1318"	24	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	1
"1319"	24	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	1
"1320"	24	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	1
"1321"	41	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	2
"1322"	41	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	2
"1323"	41	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	2
"1324"	41	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	2
"1325"	41	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	2
"1326"	48	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	2
"1327"	48	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	2
"1328"	48	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	2
"1329"	48	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	2
"1330"	48	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	2
