"H_cumul"	"Traitement"	"BAC"	"Individu"	"Ligne"	"variable"	"hauteur"	"nb_feuille"	"Nb_cotyledon"	"Nb_Tige"	"Developpement"	"Jour"
"1331"	69	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	3
"1332"	69	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	3
"1333"	69	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	3
"1334"	69	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	3
"1335"	69	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	3
"1336"	72	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	3
"1337"	72	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	3
"1338"	72	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	3
"1339"	72	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	3
"1340"	72	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	3
"1341"	89	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	4
"1342"	89	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	4
"1343"	89	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	4
"1344"	89	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	4
"1345"	89	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	4
"1346"	96	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"ANC"	4
"1347"	96	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"ANC"	4
"1348"	96	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"ANC"	4
"1349"	96	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	4
"1350"	96	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	4
"1351"	118	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"D"	5
"1352"	118	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	5
"1353"	118	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"D"	5
"1354"	118	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"ANC"	5
"1355"	118	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	5
"1356"	142	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"D"	6
"1357"	142	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"D"	6
"1358"	142	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"D"	6
"1359"	142	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"ANC"	6
"1360"	142	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"ANC"	6
"1361"	168	"IRD_012022"	"2"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"D"	7
"1362"	168	"IRD_012022"	"2"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"D"	7
"1363"	168	"IRD_012022"	"2"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"D"	7
"1364"	168	"IRD_012022"	"2"	"AS120"	"L4"	"C5"	NA	NA	2	NA	"D"	7
"1365"	168	"IRD_012022"	"2"	"AS145"	"T"	"C5"	NA	NA	2	NA	"D"	7
"1366"	232	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	NA	NA	2	NA	"D"	10
"1367"	232	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	NA	NA	2	NA	"D"	10
"1368"	232	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	NA	NA	2	NA	"D"	10
"1369"	232	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	NA	NA	2	NA	"D"	10
"1370"	232	"IRD_012022"	"2"	"AS150"	"T"	"C5"	NA	NA	2	NA	"D"	10
"1371"	239	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	10
"1372"	239	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	10
"1373"	239	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	10
"1374"	239	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	53	NA	2	NA	"D"	10
"1375"	239	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	10
"1376"	239	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	83	NA	2	NA	"D"	10
"1377"	239	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	63	NA	2	NA	"D"	10
"1378"	239	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	58	NA	2	NA	"D"	10
"1379"	239	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	53	NA	2	NA	"D"	10
"1380"	239	"IRD_012022"	"2"	"AS150"	"T"	"C5"	73	NA	2	NA	"D"	10
"1381"	263	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	11
"1382"	263	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	11
"1383"	263	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	11
"1384"	263	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	66	NA	2	NA	"D"	11
"1385"	263	"IRD_012022"	"1"	"AS145"	"T"	"C5"	NA	NA	2	NA	"ANC"	11
"1386"	263	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	97	NA	2	NA	"D"	11
"1387"	263	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	76	NA	2	NA	"D"	11
"1388"	263	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	78	NA	2	NA	"D"	11
"1389"	263	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	67	NA	2	NA	"D"	11
"1390"	263	"IRD_012022"	"2"	"AS150"	"T"	"C5"	101	NA	2	NA	"D"	11
"1391"	287	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	NA	"ANC"	12
"1392"	287	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	NA	"ANC"	12
"1393"	287	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	NA	"ANC"	12
"1394"	287	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	74	NA	2	NA	"D"	12
"1395"	287	"IRD_012022"	"1"	"AS145"	"T"	"C5"	49	NA	2	NA	"D"	12
"1396"	287	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	108	NA	2	NA	"D"	12
"1397"	287	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	85	NA	2	NA	"D"	12
"1398"	287	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	88	NA	2	NA	"D"	12
"1399"	287	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	77	NA	2	NA	"D"	12
"1400"	287	"IRD_012022"	"2"	"AS150"	"T"	"C5"	108	NA	2	NA	"D"	12
"1401"	313	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	1	"ANC"	13
"1402"	313	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	1	"ANC"	13
"1403"	313	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	NA	NA	2	1	"ANC"	13
"1404"	313	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	87	NA	2	1	"D"	13
"1405"	313	"IRD_012022"	"1"	"AS145"	"T"	"C5"	55	NA	2	1	"D"	13
"1406"	313	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	119	NA	2	1	"D"	13
"1407"	313	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	93	NA	2	1	"D"	13
"1408"	313	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	98	NA	2	1	"D"	13
"1409"	313	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	93	NA	2	1	"D"	13
"1410"	313	"IRD_012022"	"2"	"AS150"	"T"	"C5"	120	NA	2	1	"D"	13
"1411"	335	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	NA	NA	2	1	"ANC"	14
"1412"	335	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	NA	NA	2	1	"ANC"	14
"1413"	335	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	44	NA	2	1	"D"	14
"1414"	335	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	106	NA	2	1	"D"	14
"1415"	335	"IRD_012022"	"1"	"AS145"	"T"	"C5"	68	NA	2	1	"D"	14
"1416"	335	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	78	NA	2	1	"D"	14
"1417"	335	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	67	NA	2	1	"D"	14
"1418"	335	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	82	NA	2	1	"D"	14
"1419"	335	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	63	NA	2	1	"D"	14
"1420"	335	"IRD_012022"	"2"	"AS150"	"T"	"C5"	127	NA	2	1	"D"	14
"1421"	407	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	64	NA	2	1	"D"	17
"1422"	407	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	61	NA	2	1	"D"	17
"1423"	407	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	66	NA	2	1	"D"	17
"1424"	407	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	109	NA	2	1	"D"	17
"1425"	407	"IRD_012022"	"1"	"AS145"	"T"	"C5"	94	NA	2	1	"D"	17
"1426"	407	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	99	NA	2	1	"D"	17
"1427"	407	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	75	NA	2	1	"D"	17
"1428"	407	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	99	NA	2	1	"D"	17
"1429"	407	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	68	NA	2	1	"D"	17
"1430"	407	"IRD_012022"	"2"	"AS150"	"T"	"C5"	126	NA	2	1	"D"	17
"1431"	431	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	69	NA	2	1	"D"	18
"1432"	431	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	68	NA	2	1	"D"	18
"1433"	431	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	67	NA	2	1	"D"	18
"1434"	431	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	114	NA	2	1	"D"	18
"1435"	431	"IRD_012022"	"1"	"AS145"	"T"	"C5"	99	NA	2	1	"D"	18
"1436"	431	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	59	NA	2	1	"D"	18
"1437"	431	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	76	NA	2	1	"D"	18
"1438"	431	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	99	NA	2	1	"D"	18
"1439"	431	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	75	NA	2	1	"D"	18
"1440"	431	"IRD_012022"	"2"	"AS150"	"T"	"C5"	138	NA	2	1	"D"	18
"1441"	456	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	81	NA	2	1	"D"	19
"1442"	456	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	76	NA	2	1	"D"	19
"1443"	456	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	76	NA	2	1	"D"	19
"1444"	456	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	65	NA	2	3	"D"	19
"1445"	456	"IRD_012022"	"1"	"AS145"	"T"	"C5"	106	NA	2	1	"D"	19
"1446"	456	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	61	NA	2	3	"D"	19
"1447"	456	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	45	NA	2	3	"D"	19
"1448"	456	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	97	NA	2	1	"D"	19
"1449"	456	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	52	NA	2	3	"D"	19
"1450"	456	"IRD_012022"	"2"	"AS150"	"T"	"C5"	141	NA	2	1	"D"	19
"1451"	479	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	91	NA	2	1	"D"	20
"1452"	479	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	83	NA	2	1	"D"	20
"1453"	479	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	81	NA	2	1	"D"	20
"1454"	479	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	131	NA	2	3	"D"	20
"1455"	479	"IRD_012022"	"1"	"AS145"	"T"	"C5"	114	NA	2	1	"D"	20
"1456"	479	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	56	NA	2	3	"D"	20
"1457"	479	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	45	NA	2	3	"D"	20
"1458"	479	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	106	NA	2	1	"D"	20
"1459"	479	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	54	NA	2	3	"D"	20
"1460"	479	"IRD_012022"	"2"	"AS150"	"T"	"C5"	131	NA	2	1	"D"	20
"1461"	503	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	97	2	2	1	"D"	21
"1462"	503	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	91	4	2	1	"D"	21
"1463"	503	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	85	2	2	1	"D"	21
"1464"	503	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	136	4	2	3	"D"	21
"1465"	503	"IRD_012022"	"1"	"AS145"	"T"	"C5"	121	4	2	1	"D"	21
"1466"	503	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	63	4	2	3	"D"	21
"1467"	503	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	43	2	2	3	"D"	21
"1468"	503	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	106	2	2	1	"D"	21
"1469"	503	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	54	2	2	3	"D"	21
"1470"	503	"IRD_012022"	"2"	"AS150"	"T"	"C5"	153	2	2	1	"D"	21
"1471"	575	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	132	4	2	1	"D"	24
"1472"	575	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	116	4	2	1	"D"	24
"1473"	575	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	94	2	2	1	"D"	24
"1474"	575	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	148	4	2	3	"D"	24
"1475"	575	"IRD_012022"	"1"	"AS145"	"T"	"C5"	138	4	2	1	"D"	24
"1476"	575	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	71	4	2	3	"D"	24
"1477"	575	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	51	2	2	3	"D"	24
"1478"	575	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	104	2	2	1	"D"	24
"1479"	575	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	59	2	2	3	"D"	24
"1480"	575	"IRD_012022"	"2"	"AS150"	"T"	"C5"	157	2	2	1	"D"	24
"1481"	599	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	138	4	2	1	"D"	25
"1482"	599	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	120	4	2	1	"D"	25
"1483"	599	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	96	2	2	1	"D"	25
"1484"	599	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	151	4	2	3	"D"	25
"1485"	599	"IRD_012022"	"1"	"AS145"	"T"	"C5"	141	4	2	1	"D"	25
"1486"	599	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	73	4	2	3	"D"	25
"1487"	599	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	53	4	2	3	"D"	25
"1488"	599	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	109	2	2	1	"D"	25
"1489"	599	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	60	4	2	3	"D"	25
"1490"	599	"IRD_012022"	"2"	"AS150"	"T"	"C5"	161	2	2	1	"D"	25
"1491"	623	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	139	4	2	1	"D"	26
"1492"	623	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	122	4	2	1	"D"	26
"1493"	623	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	101	2	2	1	"D"	26
"1494"	623	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	153	9	2	3	"D"	26
"1495"	623	"IRD_012022"	"1"	"AS145"	"T"	"C5"	147	4	2	1	"D"	26
"1496"	623	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	71	6	2	3	"D"	26
"1497"	623	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	54	4	2	3	"D"	26
"1498"	623	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	111	2	2	1	"D"	26
"1499"	623	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	62	4	2	3	"D"	26
"1500"	623	"IRD_012022"	"2"	"AS150"	"T"	"C5"	159	2	2	1	"D"	26
"1501"	671	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	156	4	2	1	"D"	28
"1502"	671	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	130	4	2	1	"D"	28
"1503"	671	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	106	4	2	1	"D"	28
"1504"	671	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	167	10	2	3	"D"	28
"1505"	671	"IRD_012022"	"1"	"AS145"	"T"	"C5"	154	4	2	1	"D"	28
"1506"	671	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	75	6	2	3	"D"	28
"1507"	671	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	62	4	2	3	"D"	28
"1508"	671	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	114	2	2	1	"D"	28
"1509"	671	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	69	4	2	3	"D"	28
"1510"	671	"IRD_012022"	"2"	"AS150"	"T"	"C5"	161	2	2	1	"D"	28
"1511"	743	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	173	4	2	1	"D"	31
"1512"	743	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	151	6	2	1	"D"	31
"1513"	743	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	178	4	2	1	"D"	31
"1514"	743	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	178	10	2	3	"D"	31
"1515"	743	"IRD_012022"	"1"	"AS145"	"T"	"C5"	171	6	2	1	"D"	31
"1516"	743	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	89	7	2	3	"D"	31
"1517"	743	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	64	4	2	3	"D"	31
"1518"	743	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	120	2	2	1	"D"	31
"1519"	743	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	73	4	2	3	"D"	31
"1520"	743	"IRD_012022"	"2"	"AS150"	"T"	"C5"	170	2	2	1	"D"	31
"1521"	767	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	181	4	2	1	"D"	32
"1522"	767	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	154	6	2	1	"D"	32
"1523"	767	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	120	4	2	1	"D"	32
"1524"	767	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	182	12	2	3	"D"	32
"1525"	767	"IRD_012022"	"1"	"AS145"	"T"	"C5"	176	6	2	1	"D"	32
"1526"	767	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	91	7	2	3	"D"	32
"1527"	767	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	67	4	2	3	"D"	32
"1528"	767	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	123	2	2	1	"D"	32
"1529"	767	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	79	4	2	3	"D"	32
"1530"	767	"IRD_012022"	"2"	"AS150"	"T"	"C5"	176	2	2	1	"D"	32
"1531"	836	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	200	6	2	1	"D"	35
"1532"	836	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	174	6	2	1	"D"	35
"1533"	836	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	137	4	2	1	"D"	35
"1534"	836	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	192	16	2	3	"D"	35
"1535"	836	"IRD_012022"	"1"	"AS145"	"T"	"C5"	187	6	2	1	"D"	35
"1536"	836	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	104	7	2	3	"D"	35
"1537"	836	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	75	6	2	3	"D"	35
"1538"	836	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	125	4	0	1	"D"	35
"1539"	836	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	88	6	2	3	"D"	35
"1540"	836	"IRD_012022"	"2"	"AS150"	"T"	"C5"	175	4	2	1	"D"	35
"1541"	911	"IRD_012022"	"1"	"AS105"	"L1"	"C5"	214	6	2	1	"D"	38
"1542"	911	"IRD_012022"	"1"	"AS110"	"L2"	"C5"	190	6	2	1	"D"	38
"1543"	911	"IRD_012022"	"1"	"AS115"	"L3"	"C5"	153	6	0	1	"D"	38
"1544"	911	"IRD_012022"	"1"	"AS120"	"L4"	"C5"	213	21	2	3	"D"	38
"1545"	911	"IRD_012022"	"1"	"AS145"	"T"	"C5"	195	10	2	1	"D"	38
"1546"	911	"IRD_012022"	"2"	"AS125"	"L1"	"C5"	126	13	1	3	"D"	38
"1547"	911	"IRD_012022"	"2"	"AS130"	"L2"	"C5"	87	7	2	3	"D"	38
"1548"	911	"IRD_012022"	"2"	"AS135"	"L3"	"C5"	132	4	0	1	"D"	38
"1549"	911	"IRD_012022"	"2"	"AS140"	"L4"	"C5"	104	6	2	3	"D"	38
"1550"	911	"IRD_012022"	"2"	"AS150"	"T"	"C5"	179	4	1	1	"D"	38
